idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
34310;Chile;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;28,9166666666667
34391;Argentina;32-40 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;122,583333333333
34503;Argentina;41-50 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Couple without children;-43,22787512;-22,87665212;18,6111111111111
35264;Sweden;18-24 years;Other reasons;32;3304557;Rio de Janeiro - RJ;Own property;No;Family group;-43,22787512;-22,87665212;193,875
35808;Chile;18-24 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;86,85
37669;Paraguay;Over 60 years;Other reasons;21;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;16,5238095238095
41230;Colombia;32-40 years;Business and events;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;360
41272;Venezuela;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;84,0952380952381
41311;Chile;18-24 years;Business and events;8;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Friends;-43,22787512;-22,87665212;139,25
41394;Argentina;32-40 years;Business and events;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;11,7142857142857
42555;Italy;51-59 years;Leisure;20;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;164,75
42621;Italy;Over 60 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;55
42676;Argentina;32-40 years;Business and events;10;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;39,9
42751;Chile;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;33,125
42760;Uruguay;Over 60 years;Business and events;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;313,875
42946;United States;41-50 years;Other reasons;45;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;88,8888888888889
43097;United States;Over 60 years;Leisure;2;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Couple without children;-43,22787512;-22,87665212;78,5
43137;United States;Over 60 years;Other reasons;12;3304557;Rio de Janeiro - RJ;Own property;No;Alone;-43,22787512;-22,87665212;272
43178;United States;41-50 years;Other reasons;12;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;78,5
43259;Germany;25-31 years;Other reasons;18;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;20,0555555555556
43764;Switzerland;18-24 years;Other reasons;14;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;22,4285714285714
44212;Italy;51-59 years;Leisure;9;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;61
44274;United States;Over 60 years;Other reasons;23;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;73,2173913043478
44312;United States;25-31 years;Other reasons;5;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;62,8
44368;Angola;32-40 years;Other reasons;12;3304557;Rio de Janeiro - RJ;Own property;Separate services;Alone;-43,22787512;-22,87665212;261,583333333333
44584;Spain;Over 60 years;Leisure;16;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;300,125
44613;Colombia;32-40 years;Other reasons;27;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;10,4814814814815
44709;Argentina;41-50 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;88,25
44722;United Kingdom;25-31 years;Leisure;14;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;87,0714285714286
45492;Poland;32-40 years;Business and events;85;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;11,6352941176471
46717;Canada;Over 60 years;Other reasons;30;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;20,2333333333333
46724;United States;32-40 years;Leisure;1;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;147
47025;Uruguay;Over 60 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;187,5
47405;Spain;25-31 years;Other reasons;4;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;47
20559;Puerto Rico;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Couple without children;-43,22787512;-22,87665212;141,428571428571
45636;Colombia;32-40 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;450
10237;South Africa;41-50 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;15,4
43690;United States;41-50 years;Other reasons;14;3305505;Saquarema - RJ;House of friends and relatives;No;Alone;-42,49669405;-22,93112742;112,071428571429
43818;Argentina;Over 60 years;Business and events;6;3305554;Seropedica - RJ;Hotel or flat;No;Alone;-43,70192522;-22,74301107;43,5
34631;Paraguay;32-40 years;Other reasons;6;3305802;Teresopolis - RJ;Others;No;Friends;-42,96295671;-22,40900495;14,5
42947;Portugal;Over 60 years;Other reasons;150;3306008;Tres Rios - RJ;House of friends and relatives;No;Couple without children;-43,21160944;-22,117448;15,6933333333333
20290;Chile;51-59 years;Business and events;10;3306305;Volta Redonda - RJ;House of friends and relatives;No;Friends;-44,09352188;-22,5099676;60
43795;United States;Over 60 years;Other reasons;22;3306305;Volta Redonda - RJ;House of friends and relatives;Separate services;Alone;-44,09352188;-22,5099676;136,363636363636
46743;Chile;25-31 years;Leisure;21;3500501;Aguas de Lindoia - SP;House of friends and relatives;Separate services;Alone;-46,63177884;-22,47382204;31,3809523809524
36201;Argentina;Over 60 years;Other reasons;10;3500600;Aguas de Sao Pedro - SP;House of friends and relatives;No;Couple without children;-47,88397474;-22,59733955;12,4
19183;Slovenia;18-24 years;Leisure;30;3501608;Americana - SP;Hotel or flat;No;Family group;-47,33036293;-22,7408835;17,0833333333333
48749;Peru;32-40 years;Other reasons;3;3501608;Americana - SP;House of friends and relatives;No;Alone;-47,33036293;-22,7408835;33,3333333333333
22992;United Kingdom;32-40 years;Other reasons;22;3504008;Assis - SP;House of friends and relatives;No;Couple with children;-50,41751004;-22,66283502;26,8787878787879
22058;Canada;25-31 years;Other reasons;29;3505401;Barra do Turvo - SP;House of friends and relatives;No;Couple with children;-48,50234345;-24,75938666;43,3448275862069
27877;Argentina;32-40 years;Other reasons;38;3505708;Barueri - SP;House of friends and relatives;No;Alone;-46,87465289;-23,508902;21,0526315789474
25236;Mexico;25-31 years;Business and events;14;3505708;Barueri - SP;Hotel or flat;No;Co-workers;-46,87465289;-23,508902;130
30055;Portugal;32-40 years;Business and events;7;3505708;Barueri - SP;Hotel or flat;No;Alone;-46,87465289;-23,508902;74
19652;United Kingdom;Over 60 years;Other reasons;30;3505708;Barueri - SP;House of friends and relatives;No;Alone;-46,87465289;-23,508902;18,9666666666667
18894;Spain;25-31 years;Other reasons;14;3506359;Bertioga - SP;House of friends and relatives;No;Alone;-46,13653834;-23,8540145;15,9285714285714
48488;Paraguay;32-40 years;Business and events;4;3507605;Braganca Paulista - SP;Hotel or flat;No;Co-workers;-46,54233337;-22,9568955;392,25
12493;Argentina;41-50 years;Business and events;11;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;56
23671;Spain;18-24 years;Other reasons;250;3509502;Campinas - SP;Rented property;No;Alone;-47,06015627;-22,9073425;31,768
23682;United States;51-59 years;Other reasons;10;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;37,8
41201;United States;25-31 years;Other reasons;21;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;29,9047619047619
10259;Bolivia;Over 60 years;Other reasons;30;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;33,3333333333333
18059;Japan;18-24 years;Other reasons;60;3509502;Campinas - SP;Rented property;No;Alone;-47,06015627;-22,9073425;34,3166666666667
19609;United Kingdom;41-50 years;Other reasons;22;3509502;Campinas - SP;House of friends and relatives;No;Couple with children;-47,06015627;-22,9073425;13,0113636363636
32821;Argentina;25-31 years;Other reasons;26;3509502;Campinas - SP;House of friends and relatives;No;Couple without children;-47,06015627;-22,9073425;57,6923076923077
21758;Argentina;25-31 years;Business and events;1;3509502;Campinas - SP;Hotel or flat;No;Family group;-47,06015627;-22,9073425;386
35068;Panama;32-40 years;Business and events;5;3509502;Campinas - SP;Hotel or flat;No;Co-workers;-47,06015627;-22,9073425;129
35971;United States;32-40 years;Business and events;2;3509502;Campinas - SP;Hotel or flat;No;Alone;-47,06015627;-22,9073425;150
37043;China;25-31 years;Business and events;170;3509502;Campinas - SP;Rented property;No;Co-workers;-47,06015627;-22,9073425;147,058823529412
37547;United States;51-59 years;Business and events;22;3509502;Campinas - SP;Hotel or flat;No;Alone;-47,06015627;-22,9073425;141,772727272727
43519;Colombia;25-31 years;Business and events;6;3509502;Campinas - SP;Hotel or flat;No;Co-workers;-47,06015627;-22,9073425;211,666666666667
45277;Argentina;32-40 years;Business and events;7;3509502;Campinas - SP;Hotel or flat;No;Alone;-47,06015627;-22,9073425;189,142857142857
22193;France;32-40 years;Business and events;4;3509502;Campinas - SP;Hotel or flat;Separate services;Alone;-47,06015627;-22,9073425;252,5
28966;Ireland;32-40 years;Other reasons;16;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;46,5625
36165;United States;41-50 years;Business and events;2;3509502;Campinas - SP;Hotel or flat;No;Alone;-47,06015627;-22,9073425;200
45520;Italy;41-50 years;Other reasons;20;3509502;Campinas - SP;House of friends and relatives;No;Alone;-47,06015627;-22,9073425;27,45
32975;Germany;32-40 years;Business and events;7;3509700;Campos do Jordao - SP;Hotel or flat;No;Alone;-45,5892017;-22,74009191;191,428571428571
48975;France;32-40 years;Other reasons;15;3510500;Caraguatatuba - SP;House of friends and relatives;No;Alone;-45,41081838;-23,6220065;20,9333333333333
43335;Chile;32-40 years;Business and events;12;3513504;Cubatao - SP;House of friends and relatives;No;Couple without children;-46,42003177;-23,883839;49,7083333333333
20459;United States;51-59 years;Other reasons;15;3515152;Engenheiro Coelho - SP;Own property;No;Couple without children;-47,21307973;-22,49118995;34,7333333333333
38381;Argentina;51-59 years;Leisure;15;3518701;Guaruja - SP;Rented property;No;Family group;-46,24903428;-23,995149;46,0166666666667
45332;Bolivia;32-40 years;Other reasons;4;3518701;Guaruja - SP;House of friends and relatives;Separate services;Couple without children;-46,24903428;-23,995149;37,5
26712;Bolivia;41-50 years;Leisure;5;3518701;Guaruja - SP;Hotel or flat;No;Family group;-46,24903428;-23,995149;200
30123;Bolivia;41-50 years;Leisure;7;3518701;Guaruja - SP;Rented property;Separate services;Family group;-46,24903428;-23,995149;35,4642857142857
48909;Chile;32-40 years;Leisure;8;3518701;Guaruja - SP;Rented property;No;Family group;-46,24903428;-23,995149;77,375
35087;Argentina;41-50 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Couple with children;-46,53108409;-23,468506;25
45511;Sweden;41-50 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Alone;-46,53108409;-23,468506;50
18285;Paraguay;41-50 years;Leisure;1;3518800;Guarulhos - SP;Hotel or flat;No;Family group;-46,53108409;-23,468506;44,3333333333333
20155;Bolivia;32-40 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Couple with children;-46,53108409;-23,468506;23,3333333333333
30049;Italy;41-50 years;Other reasons;5;3518800;Guarulhos - SP;Hotel or flat;No;Couple without children;-46,53108409;-23,468506;54,4
24069;Argentina;41-50 years;Business and events;4;3518800;Guarulhos - SP;Hotel or flat;No;Alone;-46,53108409;-23,468506;184,75
30271;Bolivia;25-31 years;Business and events;1;3518800;Guarulhos - SP;Hotel or flat;No;Co-workers;-46,53108409;-23,468506;65
37273;Bolivia;18-24 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Alone;-46,53108409;-23,468506;82
30137;Paraguay;32-40 years;Business and events;3;3518800;Guarulhos - SP;Hotel or flat;No;Co-workers;-46,53108409;-23,468506;39,3333333333333
30299;Bolivia;25-31 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Co-workers;-46,53108409;-23,468506;199
45331;Ethiopia;51-59 years;Other reasons;1;3518800;Guarulhos - SP;Hotel or flat;No;Alone;-46,53108409;-23,468506;298
48756;Argentina;25-31 years;Other reasons;3;3518800;Guarulhos - SP;Own property;No;Alone;-46,53108409;-23,468506;25
20231;Chile;41-50 years;Business and events;4;3519071;Hortolandia - SP;House of friends and relatives;No;Couple without children;-47,22109661;-22,858395;62,5
27190;Uruguay;18-24 years;Leisure;9;3520400;Ilhabela - SP;Posada;Separate services;Couple without children;-45,35405667;-23,7886525;57,5555555555556
23565;Germany;41-50 years;Leisure;10;3520400;Ilhabela - SP;Posada;No;Couple without children;-45,35405667;-23,7886525;95,2
25029;United States;32-40 years;Leisure;8;3520400;Ilhabela - SP;Hotel or flat;No;Alone;-45,35405667;-23,7886525;212,5
24543;Switzerland;32-40 years;Other reasons;31;3520442;Ilha Solteira - SP;House of friends and relatives;Separate services;Couple with children;-51,34489066;-20,4293725;42,2016129032258
47178;Switzerland;Over 60 years;Other reasons;92;3520509;Indaiatuba - SP;House of friends and relatives;No;Alone;-47,21230894;-23,081646;17,054347826087
27385;Argentina;32-40 years;Business and events;6;3520509;Indaiatuba - SP;Hotel or flat;No;Alone;-47,21230894;-23,081646;127,5
46824;Chile;32-40 years;Business and events;4;3520509;Indaiatuba - SP;Hotel or flat;No;Co-workers;-47,21230894;-23,081646;50
49003;Paraguay;32-40 years;Other reasons;1;3520509;Indaiatuba - SP;House of friends and relatives;No;Alone;-47,21230894;-23,081646;414
47296;United Kingdom;25-31 years;Leisure;25;3521200;Iporanga - SP;Others;No;Alone;-48,58960071;-24,58446018;25,12
23369;France;32-40 years;Business and events;7;3523909;Itu - SP;Hotel or flat;No;Alone;-47,29974984;-23,2654425;325,285714285714
30790;Japan;Over 60 years;Business and events;46;3523909;Itu - SP;Hotel or flat;No;Alone;-47,29974984;-23,2654425;20,1304347826087
44824;Argentina;25-31 years;Business and events;6;3523909;Itu - SP;Hotel or flat;No;Co-workers;-47,29974984;-23,2654425;73,1666666666667
17277;Ecuador;41-50 years;Business and events;6;3524402;Jacarei - SP;House of friends and relatives;No;Alone;-45,9695932;-23,3048805;16,6666666666667
17591;China;41-50 years;Business and events;21;3524709;Jaguariuna - SP;Hotel or flat;No;Co-workers;-46,98234347;-22,70678196;207,47619047619
21477;China;41-50 years;Business and events;30;3524709;Jaguariuna - SP;Hotel or flat;No;Alone;-46,98234347;-22,70678196;105,7
17592;China;32-40 years;Business and events;21;3524709;Jaguariuna - SP;Hotel or flat;No;Co-workers;-46,98234347;-22,70678196;173,714285714286
19440;Colombia;32-40 years;Business and events;5;3524709;Jaguariuna - SP;Hotel or flat;No;Alone;-46,98234347;-22,70678196;90
30840;Uruguay;25-31 years;Business and events;3;3524808;Jales - SP;Hotel or flat;No;Alone;-50,5503562;-20,26785305;91
19774;Japan;41-50 years;Business and events;18;3525904;Jundiai - SP;Hotel or flat;No;Co-workers;-46,88527397;-23,187668;22,7962962962963
37122;Spain;Over 60 years;Other reasons;300;3525904;Jundiai - SP;Own property;No;Alone;-46,88527397;-23,187668;24,8166666666667
48074;Spain;41-50 years;Business and events;4;3525904;Jundiai - SP;Hotel or flat;Separate services;Co-workers;-46,88527397;-23,187668;32,125
21866;Argentina;32-40 years;Other reasons;9;3525904;Jundiai - SP;House of friends and relatives;No;Couple without children;-46,88527397;-23,187668;34,2222222222222
44802;Argentina;Over 60 years;Business and events;9;3525904;Jundiai - SP;Hotel or flat;No;Alone;-46,88527397;-23,187668;199,111111111111
36395;Bolivia;41-50 years;Leisure;7;3526704;Leme - SP;House of friends and relatives;No;Family group;-47,38870797;-22,18543601;239,285714285714
21952;Argentina;Over 60 years;Other reasons;7;3526902;Limeira - SP;House of friends and relatives;No;Alone;-47,40193952;-22,562194;95,7857142857143
46713;United Kingdom;41-50 years;Other reasons;26;3529005;Marilia - SP;House of friends and relatives;Separate services;Alone;-49,95164564;-22,214933;120,730769230769
46607;Argentina;18-24 years;Business and events;2;3529401;Maua - SP;House of friends and relatives;No;Alone;-46,45826201;-23,6693345;58
23781;Germany;32-40 years;Other reasons;17;3530706;Mogi Guacu - SP;House of friends and relatives;No;Couple without children;-46,94447409;-22,36572019;12,6470588235294
47883;United States;41-50 years;Business and events;20;3530805;Moji Mirim - SP;Rented property;No;Alone;-46,95636713;-22,4326955;170
30277;Italy;Over 60 years;Business and events;10;3534401;Osasco - SP;Hotel or flat;Separate services;Co-workers;-46,78881014;-23,533612;40,65
37566;Germany;32-40 years;Other reasons;30;3535606;Paraibuna - SP;House of friends and relatives;No;Alone;-45,66286406;-23,38626157;29,3666666666667
25035;Spain;41-50 years;Business and events;2;3538006;Pindamonhangaba - SP;Hotel or flat;No;Alone;-45,46204885;-22,92666873;252,5
36277;Argentina;25-31 years;Other reasons;30;3538006;Pindamonhangaba - SP;House of friends and relatives;No;Alone;-45,46204885;-22,92666873;20,6666666666667
20969;Taiwan;32-40 years;Business and events;3;3538709;Piracicaba - SP;Hotel or flat;No;Alone;-47,64684624;-22,723722;1000
32440;Belgium;51-59 years;Other reasons;29;3538709;Piracicaba - SP;Hotel or flat;No;Couple without children;-47,64684624;-22,723722;109,310344827586
49007;Netherlands;Over 60 years;Other reasons;9;3538709;Piracicaba - SP;Hotel or flat;No;Friends;-47,64684624;-22,723722;12,2222222222222
18328;Japan;32-40 years;Business and events;5;3538709;Piracicaba - SP;Hotel or flat;No;Alone;-47,64684624;-22,723722;154
47750;Germany;32-40 years;Business and events;30;3538709;Piracicaba - SP;Hotel or flat;No;Co-workers;-47,64684624;-22,723722;104,633333333333
45255;Argentina;Over 60 years;Business and events;4;3538709;Piracicaba - SP;Hotel or flat;No;Alone;-47,64684624;-22,723722;26
14000;Chile;32-40 years;Other reasons;25;3538709;Piracicaba - SP;House of friends and relatives;No;Couple without children;-47,64684624;-22,723722;48,52
24199;United States;41-50 years;Other reasons;32;3538709;Piracicaba - SP;Hotel or flat;No;Couple with children;-47,64684624;-22,723722;19,7916666666667
48145;Peru;32-40 years;Business and events;5;3538709;Piracicaba - SP;Hotel or flat;No;Couple with children;-47,64684624;-22,723722;66,6666666666667
35034;Paraguay;41-50 years;Business and events;6;3541406;Presidente Prudente - SP;House of friends and relatives;No;Family group;-51,38676558;-22,1227435;33,6
19389;United Kingdom;41-50 years;Other reasons;7;3541406;Presidente Prudente - SP;House of friends and relatives;No;Alone;-51,38676558;-22,1227435;96,7142857142857
30811;Japan;41-50 years;Other reasons;17;3542602;Registro - SP;House of friends and relatives;No;Alone;-47,84105475;-24,49425143;51,1176470588235
21752;Australia;25-31 years;Other reasons;20;3543402;Ribeirao Preto - SP;House of friends and relatives;No;Couple without children;-47,80547592;-21,1848345;17,925
24175;United Kingdom;18-24 years;Other reasons;16;3543402;Ribeirao Preto - SP;House of friends and relatives;No;Alone;-47,80547592;-21,1848345;50
37713;Mexico;32-40 years;Business and events;7;3543402;Ribeirao Preto - SP;Hotel or flat;Separate services;Co-workers;-47,80547592;-21,1848345;42,5714285714286
23136;Italy;32-40 years;Other reasons;16;3543402;Ribeirao Preto - SP;House of friends and relatives;No;Alone;-47,80547592;-21,1848345;19,25
23594;United States;Over 60 years;Business and events;5;3543907;Rio Claro - SP;House of friends and relatives;No;Alone;-47,56353324;-22,4125115;60
21025;Australia;25-31 years;Other reasons;33;3545803;Santa Barbara dOeste - SP;House of friends and relatives;No;Couple without children;-47,41395477;-22,7553935;27,9545454545455
19869;Canada;41-50 years;Other reasons;32;3547809;Santo Andre - SP;House of friends and relatives;No;Couple without children;-46,53087426;-23,65751;46,84375
44686;Argentina;41-50 years;Business and events;4;3547809;Santo Andre - SP;Hotel or flat;No;Alone;-46,53087426;-23,65751;250
21045;Argentina;51-59 years;Business and events;4;3547809;Santo Andre - SP;Hotel or flat;Separate services;Alone;-46,53087426;-23,65751;154
37487;United States;32-40 years;Business and events;3;3547809;Santo Andre - SP;Hotel or flat;No;Alone;-46,53087426;-23,65751;333,333333333333
37514;United States;41-50 years;Business and events;3;3547809;Santo Andre - SP;Hotel or flat;No;Co-workers;-46,53087426;-23,65751;149,666666666667
20594;Venezuela;32-40 years;Leisure;6;3548500;Santos - SP;Hotel or flat;No;Alone;-46,33137085;-23,9337375;97,8333333333333
35998;Chile;18-24 years;Leisure;6;3548500;Santos - SP;Rented property;No;Couple without children;-46,33137085;-23,9337375;40,9166666666667
38456;Argentina;41-50 years;Leisure;23;3548500;Santos - SP;House of friends and relatives;No;Friends;-46,33137085;-23,9337375;30,4347826086957
42495;Germany;32-40 years;Other reasons;14;3548500;Santos - SP;House of friends and relatives;No;Alone;-46,33137085;-23,9337375;39,2142857142857
28413;Argentina;Over 60 years;Leisure;12;3548500;Santos - SP;House of friends and relatives;No;Couple without children;-46,33137085;-23,9337375;42,9166666666667
33661;Chile;18-24 years;Leisure;7;3548500;Santos - SP;Hotel or flat;No;Family group;-46,33137085;-23,9337375;60,7142857142857
33928;Paraguay;18-24 years;Leisure;6;3548500;Santos - SP;Posada;No;Friends;-46,33137085;-23,9337375;62,0833333333333
47912;United States;Over 60 years;Other reasons;30;3548500;Santos - SP;House of friends and relatives;No;Alone;-46,33137085;-23,9337375;57,4
19690;France;51-59 years;Business and events;150;3548500;Santos - SP;Rented property;Separate services;Alone;-46,33137085;-23,9337375;55,8733333333333
45230;Uruguay;32-40 years;Business and events;3;3548500;Santos - SP;Hotel or flat;No;Alone;-46,33137085;-23,9337375;266,666666666667
24897;Switzerland;51-59 years;Business and events;4;3548500;Santos - SP;Hotel or flat;Separate services;Alone;-46,33137085;-23,9337375;175
30031;Chile;Over 60 years;Leisure;7;3548500;Santos - SP;Others;No;Couple without children;-46,33137085;-23,9337375;28,5714285714286
21711;United States;32-40 years;Other reasons;6;3548500;Santos - SP;House of friends and relatives;No;Alone;-46,33137085;-23,9337375;251,166666666667
46731;United States;32-40 years;Other reasons;30;3548500;Santos - SP;House of friends and relatives;Separate services;Alone;-46,33137085;-23,9337375;26,1666666666667
46854;Argentina;Over 60 years;Leisure;4;3548500;Santos - SP;Hotel or flat;No;Co-workers;-46,33137085;-23,9337375;27,5
23544;Bolivia;51-59 years;Leisure;30;3548708;Sao Bernardo do Campo - SP;House of friends and relatives;Separate services;Couple without children;-46,55025725;-23,7103045;35,9166666666667
36956;Italy;41-50 years;Other reasons;38;3548708;Sao Bernardo do Campo - SP;House of friends and relatives;No;Couple without children;-46,55025725;-23,7103045;68,5
35902;United States;25-31 years;Other reasons;3;3548807;Sao Caetano do Sul - SP;Hotel or flat;No;Alone;-46,57151461;-23,614705;33,3333333333333
44626;Germany;18-24 years;Other reasons;21;3548906;Sao Carlos - SP;House of friends and relatives;No;Alone;-47,88923768;-22,0159985;26,1428571428571
48411;Spain;18-24 years;Other reasons;14;3548906;Sao Carlos - SP;House of friends and relatives;No;Alone;-47,88923768;-22,0159985;23,5714285714286
37114;United States;32-40 years;Business and events;3;3549805;Sao Jose do Rio Preto - SP;House of friends and relatives;No;Alone;-49,38134769;-20,8126365;82,6666666666667
23040;France;32-40 years;Other reasons;7;3549805;Sao Jose do Rio Preto - SP;House of friends and relatives;No;Couple without children;-49,38134769;-20,8126365;31,8571428571429
11162;India;25-31 years;Business and events;18;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Alone;-45,8841754;-23,1840615;139,166666666667
12279;India;25-31 years;Business and events;21;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Alone;-45,8841754;-23,1840615;93,5238095238095
36176;France;32-40 years;Business and events;1;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Alone;-45,8841754;-23,1840615;62
44339;United States;25-31 years;Business and events;50;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Co-workers;-45,8841754;-23,1840615;25,1
47028;Ireland;32-40 years;Business and events;6;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Alone;-45,8841754;-23,1840615;80,6666666666667
49154;United States;Over 60 years;Business and events;3;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Couple without children;-45,8841754;-23,1840615;333,333333333333
19438;Argentina;32-40 years;Business and events;10;3549904;Sao Jose dos Campos - SP;Rented property;No;Alone;-45,8841754;-23,1840615;48,4
25322;Sweden;25-31 years;Other reasons;7;3549904;Sao Jose dos Campos - SP;Hotel or flat;No;Alone;-45,8841754;-23,1840615;96,7142857142857
22888;Venezuela;41-50 years;Leisure;51;3550209;Sao Miguel Arcanjo - SP;House of friends and relatives;No;Alone;-47,99558915;-23,87949;19,6078431372549
19764;Japan;32-40 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;203,333333333333
21734;Canada;25-31 years;Other reasons;16;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Friends;-46,57038318;-23,5673865;99,5
27924;Netherlands;25-31 years;Leisure;18;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;30,1388888888889
9884;Panama;32-40 years;Leisure;18;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;166,833333333333
10511;Bolivia;32-40 years;Leisure;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;48,6
11120;China;51-59 years;Leisure;11;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Friends;-46,57038318;-23,5673865;181,818181818182
12358;United States;32-40 years;Other reasons;14;3550308;Sao Paulo - SP;House of friends and relatives;No;Couple with children;-46,57038318;-23,5673865;166,071428571429
17490;Uruguay;41-50 years;Leisure;2;3550308;Sao Paulo - SP;Hotel or flat;No;Couple with children;-46,57038318;-23,5673865;62,5
17529;Argentina;32-40 years;Business and events;2;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;39,5
17997;China;32-40 years;Business and events;7;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;216,714285714286
18030;China;25-31 years;Business and events;7;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Co-workers;-46,57038318;-23,5673865;85,7142857142857
18113;Argentina;41-50 years;Other reasons;4;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;248
18438;Paraguay;41-50 years;Business and events;3;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;316,666666666667
19532;China;25-31 years;Business and events;7;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Alone;-46,57038318;-23,5673865;110,285714285714
